ticket_id,triaged_at,it_member_id,assigned_category,assigned_priority,priority_reason,classification_confidence,needs_specialist_review_flag,intake_summary,classification_evidence,recommended_specialist_group,target_first_response_at,target_resolution_at
TKT-00221,2026-03-04T17:52:53,IT-003,hardware_issue,high,tier=premium; urgency=high; category=hardware_issue,0.93,false,Erin Tanaka at Tessera Manufacturing reports wireless mouse not working in Customer Portal; impact: Single user partially blocked.,subject='Wireless mouse not working'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',hardware_field,2026-03-04T14:36:00,2026-03-05T12:36:00
TKT-00222,2026-01-21T10:06:47,IT-007,login_access,medium,tier=premium; urgency=low; category=login_access,0.82,false,Nikhil Jeong at Quartz Bioworks reports cannot log into customer portal in Identity Provider; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-01-21T17:49:00,2026-01-23T09:49:00
TKT-00223,2026-02-16T01:00:38,IT-002,software_bug,medium,tier=standard; urgency=low; category=software_bug,0.9,true,Uma Walsh at Aurora Capital reports saved filter not loading on dashboard in Inventory App; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Inventory App'; symptom='Inventory App behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-16T07:03:00,2026-02-17T23:03:00
TKT-00224,2026-01-27T08:20:53,IT-003,password_reset,medium,tier=standard; urgency=high; category=password_reset,0.92,false,Sana Patel at Northstar Foods reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-01-27T12:12:00,2026-01-29T04:12:00
TKT-00225,2026-02-04T19:31:13,IT-003,password_reset,medium,tier=standard; urgency=high; category=password_reset,0.79,false,Chen Eskola at Quartz Logistics reports need password reset in Identity Provider; impact: One user blocked from logging in.,subject='Need password reset'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-02-05T00:10:00,2026-02-06T16:10:00
TKT-00226,2026-03-22T03:23:58,IT-006,hardware_issue,low,tier=standard; urgency=low; category=hardware_issue,0.69,false,Theo Devine at Polaris Robotics reports account locked after travel in Customer Portal; impact: Field rep blocked from CRM during customer visit.,subject='Account locked after travel'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',hardware_field,2026-03-22T21:39:00,2026-03-24T21:39:00
TKT-00227,2026-01-29T09:19:34,IT-004,email_calendar,high,tier=premium; urgency=high; category=email_calendar,0.85,false,Hassan Grover at Summit Health reports out of office not sending in Email; impact: Stakeholders unaware of leave.,subject='Out of office not sending'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-01-29T08:55:00,2026-01-30T06:55:00
TKT-00228,2026-03-18T08:28:48,IT-003,login_access,medium,tier=standard; urgency=medium; category=login_access,0.65,false,Nikhil Chen at Ironhill Capital reports stuck in sso redirect loop in Customer Portal; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-03-18T15:37:00,2026-03-20T07:37:00
TKT-00229,2026-02-13T18:28:46,IT-001,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.8,true,Vera Quintero at Ironhill Capital reports wi-fi drops in conference room in Identity Provider; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-02-14T02:05:00,2026-02-15T18:05:00
TKT-00230,2026-02-08T11:02:24,IT-003,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.97,false,Erin Underwood at Pacific Bioworks reports cannot download invoice pdf in Customer Portal; impact: Customer cannot file expense reports.,subject='Cannot download invoice PDF'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-02-08T16:38:00,2026-02-10T08:38:00
TKT-00231,2026-03-05T06:58:56,IT-008,billing_account,medium,tier=premium; urgency=medium; category=billing_account,0.9,false,Theo Chen at Pioneer Bioworks reports cannot download invoice pdf in Billing System; impact: Customer cannot file expense reports.,subject='Cannot download invoice PDF'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-03-05T09:51:00,2026-03-07T01:51:00
TKT-00232,2026-03-02T18:52:14,IT-005,other,medium,tier=enterprise; urgency=low; category=other,0.59,false,Hassan Liang at Lumen Systems reports out of office not sending in Email; impact: Stakeholders unaware of leave.,subject='Out of office not sending'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',application_engineering,2026-03-03T00:21:00,2026-03-04T16:21:00
TKT-00233,2026-01-27T08:25:25,IT-001,password_reset,low,tier=standard; urgency=medium; category=password_reset,0.98,false,Grace Kapoor at Polaris Robotics reports service account password expired in Identity Provider; impact: Nightly export job failing.,subject='Service account password expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-01-28T07:23:00,2026-01-30T07:23:00
TKT-00234,2026-03-19T11:48:39,IT-001,security_request,high,tier=standard; urgency=critical; category=security_request,0.93,true,Ravi Grover at Quartz Logistics reports need access for new employee in Identity Provider; impact: New hire cannot access required systems.,subject='Need access for new employee'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-03-19T11:14:00,2026-03-20T09:14:00
TKT-00235,2026-02-02T23:53:52,IT-002,security_request,high,tier=standard; urgency=critical; category=security_request,0.58,false,Jorge Holm at Aurora Capital reports vendor needs limited portal access in Identity Provider; impact: Audit blocked without access.,subject='Vendor needs limited portal access'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-02-02T21:38:00,2026-02-03T19:38:00
TKT-00236,2026-03-15T07:27:32,IT-008,password_reset,medium,tier=enterprise; urgency=medium; category=password_reset,0.91,false,Sana Jeong at Pioneer Foods reports service account password expired in Identity Provider; impact: Nightly export job failing.,subject='Service account password expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-03-15T09:43:00,2026-03-17T01:43:00
TKT-00237,2026-02-27T22:05:11,IT-002,software_bug,medium,tier=premium; urgency=low; category=software_bug,0.78,false,Theo Vega at Cypress Health reports saved filter not loading on dashboard in Inventory App; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Inventory App'; symptom='Inventory App behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-28T00:42:00,2026-03-01T16:42:00
TKT-00238,2026-03-06T04:43:22,IT-008,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.82,false,Bea Mancini at Polaris Logistics reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-03-06T08:45:00,2026-03-08T00:45:00
TKT-00239,2026-02-11T22:34:05,IT-004,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.83,false,Vera Fontaine at Aurora Capital reports crm export missing records in Analytics Dashboard; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-12T03:36:00,2026-02-13T19:36:00
TKT-00240,2026-02-18T08:30:40,IT-005,login_access,medium,tier=standard; urgency=medium; category=login_access,0.9,false,Vera Singh at Meridian Marine Solutions reports stuck in sso redirect loop in Identity Provider; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-02-18T13:55:00,2026-02-20T05:55:00
TKT-00241,2026-02-17T19:31:34,IT-005,login_access,high,tier=premium; urgency=high; category=login_access,0.84,false,Tomo Underwood at Cypress Health reports mfa prompt never arrives in Customer Portal; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-17T19:21:00,2026-02-18T17:21:00
TKT-00242,2026-02-16T18:06:57,IT-006,password_reset,low,tier=standard; urgency=low; category=password_reset,0.98,false,Olu Tanaka at Polaris Robotics reports password reset link expired in Identity Provider; impact: Customer demo delayed.,subject='Password reset link expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-02-17T16:02:00,2026-02-19T16:02:00
TKT-00243,2026-03-18T17:21:28,IT-003,password_reset,low,tier=standard; urgency=medium; category=password_reset,0.71,false,Yuki Fontaine at Quartz Logistics reports need password reset in Identity Provider; impact: One user blocked from logging in.,subject='Need password reset'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-03-19T16:29:00,2026-03-21T16:29:00
TKT-00244,2026-01-25T07:45:28,IT-003,network_connectivity,medium,tier=standard; urgency=medium; category=network_connectivity,0.6,false,Erin Bose at Ironhill Capital reports wi-fi drops in conference room in Identity Provider; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-01-25T15:21:00,2026-01-27T07:21:00
TKT-00245,2026-03-27T12:06:33,IT-007,other,low,tier=standard; urgency=low; category=other,0.97,false,Zane Nair at Ironhill Capital reports need help with a workflow in Customer Portal; impact: User unable to complete task.,subject='Need help with a workflow'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-03-28T09:52:00,2026-03-30T09:52:00
TKT-00246,2026-01-15T17:05:57,IT-008,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.94,false,Jorge Tanaka at Helios Health reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-01-15T20:57:00,2026-01-17T12:57:00
TKT-00247,2026-03-20T00:52:48,IT-001,billing_account,high,tier=enterprise; urgency=high; category=billing_account,0.79,false,Vera Adler at Lumen Systems reports wrong billing region applied in Billing System; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-03-19T23:24:00,2026-03-20T21:24:00
TKT-00248,2026-01-17T10:10:13,IT-007,billing_account,high,tier=standard; urgency=critical; category=billing_account,0.79,false,Priya Kapoor at Polaris Logistics reports cannot download invoice pdf in Billing System; impact: Customer cannot file expense reports.,subject='Cannot download invoice PDF'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-01-17T09:14:00,2026-01-18T07:14:00
TKT-00249,2026-03-06T22:57:39,IT-006,password_reset,low,tier=premium; urgency=low; category=password_reset,0.81,false,Theo Holm at Cypress Health reports service account password expired in Identity Provider; impact: Nightly export job failing.,subject='Service account password expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-03-07T20:16:00,2026-03-09T20:16:00
TKT-00250,2026-03-01T01:53:20,IT-008,hardware_issue,medium,tier=standard; urgency=medium; category=hardware_issue,0.97,false,Ravi Devine at Polaris Robotics reports printer offline error in Customer Portal; impact: Team cannot print client deliverables.,subject='Printer offline error'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',hardware_field,2026-03-01T04:28:00,2026-03-02T20:28:00
